"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;HP2F41;"Panaderia Eusebia";5491131373244;"Av. Sta Fe 1344, B1640 San Isidro, Argentina -";"Buenos Aires";"San Isidro";Martínez;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112283_69f21c584cdf1.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112283_69f21c584db55.jpg"")";2026-04-29
81;HT67H3;"Big Pizza - Lanus 758";5491121855216;"Avenida 9 de Julio 1306, Lanús Este, Lanús, Buenos Aires, Argentina -";"Buenos Aires";Lanús;Lanús;1;SI;SI;SI;;"Todo ok";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112284_69f24aaa5a2d9.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112284_69f24aaa5b1f9.jpg"")";2026-04-29
81;HT60LZ;"Locos Por La Milanesa Bodegón";5491159155582;"Guadalupe 2145, B1822 Valentín Alsina, Argentina -";"Buenos Aires";Lanús;"Valentin Alsina";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112285_69e616784b049.jpg"")";;2026-04-20
81;HT3I6T;"Mr Homelette";5491535107782;"Ntra Sra del Buen Viaje 245 Timbre 8, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Edificio ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112286_69ecfd12dde79.jpg"")";;2026-04-25
81;HT8QOI;"Sabor Casero - Remedios De Escalada";5491155806690;"Ramón Franco 4363, B1828 Remedios de Escalada, Argentina -";"Buenos Aires";Lanús;"Remedios de Escalada";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112287_69e628fd3656d.jpg"")";;2026-04-20
81;HAR85F;"Heladería Golden.";5491122372580;"Falucho 296 -";"Buenos Aires";"Lomas de Zamora";"Lomas de Zamora";1;SI;SI;NO;;"Saliente si, sticker no perciba a cerrada";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112288_69ee25ae0860d.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112288_69ee25ae09418.jpg"")";2026-04-26
81;HT6LNH;"Liv &amp; Co";5491130609423;"Perito Moreno 2735, B1609 Villa Adelina, Argentina -";"Buenos Aires";"San Isidro";Boulogne;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112289_69de43853d525.jpg"")";;2026-04-14
81;HT6JAW;"Sabores Del Cielo 579";5491169645104;"885 Gral. Machado -";"Buenos Aires";Morón;Morón;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112290_69ecf268b675d.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112290_69ecf268b6e2a.jpg"")";2026-04-25
81;HT67H8;"Hey Muzza - Lanus";5491121855216;"Avenida 9 de Julio 1306, Lanús Este, Lanús, Buenos Aires, Argentina -";"Buenos Aires";Lanús;Lanús;1;SI;SI;SI;;"Todo ok ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112291_69f24abf0cdf2.jpg"")";;2026-04-29
81;HTBU0D;"Hey Muzza - Castelar 2";5491141813412;"JLC, Carlos Casares 989, Morón, Provincia de Buenos Aires, Argentina -";"Buenos Aires";Morón;Castelar;1;SI;SI;SI;;"Se cambió sticker y saliente ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112292_69ecc45d37746.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112292_69ecc45d37f5f.jpg"")";2026-04-25
81;HTGE5F;"Border Dogs";5491128314415;"Salta 138, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Edificio ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112293_69ecf2d92e5b4.jpg"")";;2026-04-25
81;HT6XI8;"Biggie B Burgers";5491122534265;"Comod. Rivadavia 4832, B1874 Villa Dominico, Argentina -";"Buenos Aires";Avellaneda;"Villa Domínico";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112294_69da898518af4.jpg"")";;2026-04-11
81;HT65C5;"El Club Del Wrap Olivos";5491166200509;"Av. Maipú 3298, B1636HHN Olivos, Provincia de Buenos Aires, Argentina -";"Buenos Aires";"Vicente López";Olivos;1;SI;SI;SI;;"Tiene backlight";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112295_69de9097bfc41.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112295_69de9097c0489.jpg"")";2026-04-14
81;HT89QD;"Umi Bowl";5491122519955;"Sarmiento 297 -";"Buenos Aires";Lanús;Gerli;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112296_69eb63582e984.jpg"")";;2026-04-24
81;HRSWRD;Pelegrina;5491166628929;"Cnel. Brandsen 6289, B1875 Wilde, Argentina -";"Buenos Aires";Avellaneda;Wilde;1;SI;SI;SI;;"Todo ok
";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112297_69da73db923b2.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112297_69da73db9343c.jpg"")";2026-04-11
81;HTDX8G;"El Hornito Quemero";5491172408292;"San Carlos 680, B1875 Wilde, Argentina -";"Buenos Aires";Avellaneda;Wilde;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112298_69dd1949113ed.jpg"")";;2026-04-13
81;HT3GNH;"Rinconcito De Luna";5491151362415;"1426 Sixto Fernández -";"Buenos Aires";"Lomas de Zamora";"Lomas de Zamora";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112299_69ee289737ac2.jpg"")";;2026-04-26
81;HT89VD;"Havanna - Lomas";5491151444319;"ITALIA 45
LOMAS DE ZAMORA 
1832-BUENOS AIRES -";"Buenos Aires";"Lomas de Zamora";"Lomas de Zamora";1;SI;SI;SI;;"Todo ok";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112300_69ee35a08d683.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112300_69ee35a08e4ae.jpg"")";2026-04-26
81;HT6V61;"Zoe Pizza Carapachay";5491168501954;"5585 Rafael Obligado -";"Buenos Aires";"Vicente López";"Villa Adelina (Vicente López)";1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112301_69de489b5e0ac.jpg"")";;2026-04-14
81;HTD1NL;"Sabores De Shanghai 987";5491125236877;"José Ingenieros 1621 -";"Buenos Aires";"San Isidro";Beccar;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112302_69f20ccc645cc.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112302_69f20ccc65515.jpg"")";2026-04-29
81;HT67JI;"Sensacion Dulce";5491126853720;"Curapaligue 316, C1437 Valent?n Alsina, Argentina -";"Buenos Aires";Lanús;"Valentin Alsina";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112303_69e6105c58446.jpg"")";;2026-04-20
81;HT6VHN;"Zoe Pizza Boulogne";5491168501954;"3069 Thames -";"Buenos Aires";"San Isidro";Boulogne;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112304_69de431d5a521.jpg"")";;2026-04-14
81;HT6BLH;"La Porteña.";5491147917908;"Gral. José de San Martín 2200, B1602 Vicente López, Argentina -";"Buenos Aires";"Vicente López";Florida;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112305_69de700052050.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112305_69de700052f80.jpg"")";2026-04-14
81;HT8B9G;"Harumi Sushi 964";5491170836041;"Nuestras Malvinas 1342, B1609 Boulogne, Argentina -";"Buenos Aires";"San Isidro";Boulogne;1;SI;SI;SI;;"Se cambió sticker roto y se agregó saliente";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112306_69de3ce2c2c3a.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112306_69de3ce2c39da.jpg"")";2026-04-14
81;HREBCP;"Pardo's Pollo Frito.";5491158308883;"Ricardo Gutierrez 818 -";"Buenos Aires";Avellaneda;"Dock Sud";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112307_69eb6085b9d7c.jpg"")";;2026-04-24
81;HT4KLE;"Sabores Express - Olivos";5491138462306;"Av. Maipú 2410, B1636AAR Olivos, Provincia de Buenos Aires, Argentina -";"Buenos Aires";"Vicente López";Olivos;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112308_69de8c5692a03.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112308_69de8c56932b1.jpg"")";2026-04-14
81;HPV1GG;"Ipizza 981";5491169736557;"Bahía Blanca 144, B1836 Llavallol, Argentina -";"Buenos Aires";"Lomas de Zamora";Llavallol;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112309_69f0f99936513.jpg"")";;2026-04-28
81;HT6T4N;"Cookies Bells";5491157190570;"Int. Luis Gaeberler 837 Casa de color rosa, con rejas marrones, frente a la puerta hay un banco marrón, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112310_69ecf08313c75.jpg"")";;2026-04-25
81;HT8878;Belicious;5491173665585;"Alberto Lartigau 537 Depto 2 (puerta negra), B1875 Wilde, Argentina -";"Buenos Aires";Avellaneda;Wilde;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";;;2026-04-15
81;HT4GP0;"Bobby Wings";5491160183839;"Las Flores  601";"Buenos Aires";Avellaneda;Wilde;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112312_69da7d15c9f25.jpg"")";;2026-04-11
81;HT4HWO;"Hey Muzza - Monserrat 1";5491138593123;"Av. Hipólito Yrigoyen 1480, C1089 Cdad. Autónoma de Buenos Aires, Argentina -";"Buenos Aires";Avellaneda;Piñeyro;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112313_69efd85f9fc13.jpg"")";;2026-04-27
81;HT8I3D;"Elena - Comidas Caseras";5491153101194;"Fernán Félix de Amador 1874, B1636 Olivos, Argentina -";"Buenos Aires";"Vicente López";Olivos;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112314_69de8ce8e6a12.jpg"")";;2026-04-14
81;HTE30G;"Grido Helados 5640 -universidad Moron";5491579253072;"Gral. Machado 1081, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112315_69ecf61f83f04.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112315_69ecf61f84c43.jpg"")";2026-04-25
81;HTD18E;"Del Sol Restaurante Y Pizzeria";54901142828360;"Manuel Acevedo 19, B1832 Gran Buenos Aires, Argentina -";"Buenos Aires";"Lomas de Zamora";"Lomas de Zamora";1;SI;SI;SI;;"Todo ok ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112316_69ee3410da1e4.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112316_69ee3410da942.jpg"")";2026-04-26
81;HT4HNO;"Family Pizzas 750";5491135826573;"Roberto Arlt 2738, B1824 Lanús, Argentina -";"Buenos Aires";Lanús;Lanús;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112317_69f23a6646438.jpg"")";;2026-04-29
81;HT8BF9;"Momsur Pedrito";5491131565116;"Colombia 1350, B1824PSE Gerli, Provincia de Buenos Aires -";"Buenos Aires";Lanús;Gerli;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112318_69efdbfe94856.jpg"")";;2026-04-27
81;HT86F0;"El Criollito Olivos";5491134301027;"Chacabuco 2279, B1636 Olivos, Argentina -";"Buenos Aires";"Vicente López";Olivos;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Cocina ciega";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112319_69de8d7c1faff.jpg"")";;2026-04-14
81;HTGB42;Cremilu;5491122614664;"Bernardo de Irigoyen 585, B1603 Florida, Argentina -";"Buenos Aires";"Vicente López";"Villa Martelli";1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Edificio;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112320_69de566fba3b0.jpg"")";;2026-04-14
81;HTL7K7;Cuchareables;5491125419368;"Pedernera 1020, B1832 Lomas de Zamora, Argentina -";"Buenos Aires";"Lomas de Zamora";"Lomas de Zamora";1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112321_69e62e8ec1290.jpg"")";;2026-04-20
81;HTL2MN;"Cocinar Es Amor";5491152617280;"Dr. José María Casullo 164 Timbre 11, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Edificio ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112322_69ecf78dc3c01.jpg"")";;2026-04-25
81;HTGJBI;"Garden Burger -villa Adelina";5491171540388;"Thames 1778, B1607 Villa Adelina, Argentina -";"Buenos Aires";"San Isidro";"Villa Adelina (San Isidro)";1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112323_69ed1bed2ab4a.jpg"")";;2026-04-25
81;HTHHEO;"Bajonazo 247";5491130976795;"Dr. Antonio Caviglia 404, B1876 Don Bosco, Argentina -";"Buenos Aires";Avellaneda;Wilde;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112324_69da7b445bb79.jpg"")";;2026-04-11
81;HTHPH6;"Chicken King 904";5491154935457;"Domingo French 230 frente color crema, B1603 Villa Martelli, Argentina -";"Buenos Aires";"Vicente López";"Villa Martelli";1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112325_69de5278a8339.jpg"")";;2026-04-14
81;HTL0KP;"Grido Helados 5652 - Castelar Sur";5491169544676;"Williams Morris 3513 -";"Buenos Aires";Morón;Castelar;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112326_69ef72b5edcf7.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112326_69ef72b5ee457.jpg"")";2026-04-27
81;HTDJ9G;"Mi Gusto - Vicente López";5491130022793;"Av. del Libertador 962, B1638BEV Vicente López, Provincia de Buenos Aires -";"Buenos Aires";"Vicente López";"Vicente López";1;SI;SI;NO;;"Tiene backlight y bicicletero. No le interesa el sticker";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112327_69de8502e8dcd.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112327_69de8502e9ac7.jpg"")";2026-04-14
81;HTLY0S;"Carmen Cookies";5491122514495;"Flora 485 -";"Buenos Aires";Morón;Haedo;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112328_69f0f217a1a0f.jpg"")";;2026-04-28
81;HTLCUQ;"Empa-market Temperley";541162425275;"177 Cangallo -";"Buenos Aires";"Lomas de Zamora";Temperley;1;SI;NO;SI;;"Sticker si. Saliente no se podía agujerear la pared ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112329_69ee3e5037666.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112329_69ee3e503893b.jpg"")";2026-04-26
81;HT8QZD;"Rower Cafe Avellaneda";5491127731432;"Colón 945, Avellaneda, Provincia de Buenos Aires -";"Buenos Aires";Avellaneda;Avellaneda;1;SI;SI;SI;;"Todo ok ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112330_69eb6938a8bf7.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112330_69eb6938a9ec2.jpg"")";2026-04-24
81;HT38HQ;"Dean &amp; Dennys - Alto Avellaneda";5491158104195;"Gral. Güemes 857, B1873BOG Crucecita, Provincia de Buenos Aires, Argentina -";"Buenos Aires";Avellaneda;Crucecita;1;SI;NO;NO;"ESTÁ EN SHOPPING / GALERÍA /PATRIMONIO NO PUEDE COLOCAR";"Es un shopping";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112331_69eb6e1a5b2a9.jpg"")";;2026-04-24
81;HTH83K;"Como En Casa - Beccar";5491164888252;"Av. Sucre 2011, B1643 Béccar, Argentina -";"Buenos Aires";"San Isidro";Beccar;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112332_69de345ddcd59.jpg"")";;2026-04-14
81;HTLJWT;"Pizzeria Lo De Leito";5491154024199;"Emilio Castro 3451, B1824DWK Lanús, Provincia de Buenos Aires -";"Buenos Aires";Lanús;Lanús;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112333_69f23b0b0a2ee.jpg"")";;2026-04-29
81;HTL7GQ;"Blender Cakes";5491124674907;"Av. Avelino Rolón 2293, B1609 Boulogne, Argentina -";"Buenos Aires";"San Isidro";Boulogne;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Cocina ciega";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112334_69de3fdc6ecca.jpg"")";;2026-04-14
81;HTKTHR;"Sushi Fresh - Moron";5491127450409;"Int. Agüero 648 -";"Buenos Aires";Morón;Morón;1;SI;SI;SI;;;;;2026-04-25
81;HTZZCI;"Gringo's Streetfood";5491133673786;"Jorge Luis Borges 1205, B1708 Morón, Argentina -";"Buenos Aires";Morón;Morón;1;NO;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112336_69ed02e133ac6.jpg"")";;2026-04-25
81;HTK98L;"Taiko Sushi - Lanús";5491170383397;"Yerbal 4927, B1824 Lanús, Argentina -";"Buenos Aires";Lanús;Lanús;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112337_69f23bf2b4150.jpg"")";;2026-04-29
81;4M7O7E;"Diletto - Martinez";5491167482894;"Paraná 3189 , B1640, San Isidro, Argentina -";"Buenos Aires";"San Isidro";Martínez;1;SI;SI;SI;;"Tiene backlight";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112338_69f2266dce641.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112338_69f2266dcf392.jpg"")";2026-04-29
81;HTWQQI;"Lo De Facu.";5491122346918;"Calle Dr. Yolivan Alberto Biglieri -";"Buenos Aires";Lanús;Lanús;1;SI;NO;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112339_69e61e90e0b9d.jpg"")";;2026-04-20
81;HTL029;"Heladería Dovle Gerli Suc 2";5491166627760;"3000 Caxaraville -";"Buenos Aires";Avellaneda;Sarandí;1;SI;SI;NO;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";"Es una casa";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cap2/112340_69dd21d24a1e8.jpg"")";;2026-04-13
