"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;4OVTOX;"Shiitake Sushi and Wok - La Plata";5492216701038;"Calle 14   411 -";"Buenos Aires";"La Plata";;1;NO;NO;;"NO VA CON LA ESTÉTICA DEL LOCAL";"Lucila astrada";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114152_69e9587d8dd3a.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114152_69e9587d8e88b.jpg"")";2026-04-22
81;HKA909;"La Mantequería - City Bell";5491150351454;"Calle 473 Bis número 633, City Bell, Provincia de Buenos Aires, Argentina -";"Buenos Aires";"La Plata";;1;NO;NO;;;"Pamela misma encargada de sucursal la plata nos dijo q no";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114153_69e95d0fc7d78.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114153_69e95d0fc827d.jpg"")";2026-04-22
81;4OVP8U;"Pasillo Pizzerias";5402915750400;"C. 56  800";"Buenos Aires";"La Plata";;1;NO;NO;;"NO SE ENCONTRABA EL RESPONSABLE";"Hablamos con Pablo y no se pudo comunicarse con el encargado ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114154_69f4db990f8ae.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114154_69f4db9910852.jpg"")";2026-05-01
81;457B2M;"Mi Gusto Empanadas y Pizzas Escobar";5491141770240;"Av. 25 de Mayo 501 -";"Buenos Aires";Escobar;;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114155_69ef6b681630c.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114155_69ef6b6816b1d.jpg"")";2026-04-27
81;HK31CM;"La Mantequeria- Gonnet";5491150351454;"Av. 25 no 2614, Gonnet, Provincia de Buenos Aires, Argentina -";"Buenos Aires";"La Plata";;1;NO;NO;;"NO LE INTERESA EL PRODUCTO";"Pamela encargada nos dijo q no ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114156_69e95bd5a2cf3.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114156_69e95bd5a322f.jpg"")";2026-04-22
81;HKQLX8;"Pasillo Pizzerias 44";5402915750400;"Av. 44 1105 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambió plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114157_69e9581a24188.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114157_69e9581a24bc7.jpg"")";2026-04-22
81;HKBW6F;"Lo De Chicho";5492216770216;"Av. 66 2808";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114158_69e94ea580f19.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114158_69e94ea58187b.jpg"")";2026-04-22
81;HKBCO2;"Heladeria H - Sucursal La Plata";5492214206645;"Avenida 19 753 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114159_69e957a57e0d9.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114159_69e957a57ebe2.jpg"")";2026-04-22
81;4OX3EX;"Mi Gusto Empanadas y Pizza Del Viso";5491165833917;"Colectora 12 de octubre 3252 - Alt. Panamericana, Colectora Este Ramal Pilar, B1669 Del Viso, Provincia de Buenos Aires -";"Buenos Aires";Pilar;;1;SI;NO;;;"Se dejó en mano a Melany pintos  por qué necesita pedir permiso municipal para colocar";;;2026-04-27
81;4OVQ8U;"Thionis Helados";5491139270826;"Av 51 631 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114161_69f4d1034cd52.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114161_69f4d1034da5c.jpg"")";2026-05-01
81;HKH9WU;"Heladería H - Gonnet";5492214216180;"Avenida 7 1053 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Instalación y conexión ok ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114162_69e95af01d2a5.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114162_69e95af01db3f.jpg"")";2026-04-22
81;4OX4Z4;"Mi Gusto Empanadas y Pizza Ingeniero Maschwitz";5491136391354;"Avenida Villanueva 1782 -";"Buenos Aires";Escobar;;1;SI;SI;;;"Cambio de cártel por modelo nuevo ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114163_69ef73510ea36.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114163_69ef73510ee33.jpg"")";2026-04-27
81;HKX6SJ;"Burger Bross Calle 10";5492216035050;"Calle 10 &amp; Calle 50 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Instalación y conexión ok";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114164_69f4d54b8fe15.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114164_69f4d54b90ad4.jpg"")";2026-05-01
81;HK61SA;"Heladería Gustito";5492216158403;"Calle 13 esquina 57 -";"Buenos Aires";"La Plata";;1;NO;NO;;"NO TIENE ESPACIO PARA COLOCAR";"Hablamos con Robin bonilla";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114165_69f4daa975573.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114165_69f4daa976622.jpg"")";2026-05-01
81;HKOS7P;"Thionis Helados - Los Hornos";5492214318691;"Calle 137 1639";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114166_69e94f2f7bf6a.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114166_69e94f2f7cb24.jpg"")";2026-04-22
81;HLI55Z;"Vipentto Calle 45 N ° 650";5492216214044;"Calle 45 N ° 650 esquina 9, B1900 La Plata, Provincia de Buenos Aires -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114167_69f4cea1196e8.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114167_69f4cea11a46a.jpg"")";2026-05-01
81;HZKAUB;"Heladeria H - City Bell";5492214216180;"Calle 473 bis &amp; calle 13 C -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Ya lo tiene ";;;2026-05-04
81;HKH6X1;"A La Piedra Pizzas";5492213646884;"Calle 48 &amp; Calle 17 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114169_69e957d4b512e.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114169_69e957d4b5ca9.jpg"")";2026-04-22
81;4OXKNG;"Carne La Plata";542216051398;"Calle 50 452 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Ya lo tiene colocado ";;;2026-05-04
81;HKGEXF;"La Mantequeria- Los Hornos";5492215403561;"Calle 60 1929, B1904 Los Hornos, Provincia de Buenos Aires, Argentina -";"Buenos Aires";"La Plata";;1;SI;SI;;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114171_69e94fa8b70c9.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114171_69e94fa8b78e9.jpg"")";2026-04-22
81;4OV6TQ;"Osaki Sushi";542216382966;"Calle 9 538 entre 43 y diagonal 77 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio de cartel por modelo nuevo ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114172_69f4dfdbdd539.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114172_69f4dfdbddb19.jpg"")";2026-05-01
81;4OV1HT;"Shiitake Sushi City Bell";542216684656;"Calle Cantilo 654 -";"Buenos Aires";"La Plata";;1;NO;NO;;"NO VA CON LA ESTÉTICA DEL LOCAL";"Fernando Medina nos dijo q no ";;;2026-04-24
81;HLICZ6;"Thionis Helados - Gonnet";5491139270826;"Camino Centenario 2683 (esq. 505) -";"Buenos Aires";"La Plata";;1;NO;NO;;"NO LE INTERESA EL PRODUCTO";"Carla Ledesma nos dijo q no";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114174_69e95b6e28a53.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114174_69e95b6e290f5.jpg"")";2026-04-22
81;4OXKAM;"Lucciano's La Plata";5491168084987;"Diagonal 741618 -";"Buenos Aires";"La Plata";;1;NO;NO;;;"Tiene su cártel esclusivo";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114175_69f4d64e14e97.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114175_69f4d64e157cf.jpg"")";2026-05-01
81;4OX8W0;"Pasillo  Pizzerias 74";5492216141311;"Diagonal 74, Entre 49 y 50 1671";"Buenos Aires";"La Plata";;1;NO;NO;;"CAMBIO DE FORMA /DUEÑO / ES OTRO LOCAL";"Es green garden";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114176_69f4d6eb2c45d.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114176_69f4d6eb2d1e5.jpg"")";2026-05-01
81;HZNTXW;"Brasas Company";5493484504995;"Edilfredo Ameghino 562 -";"Buenos Aires";Escobar;;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114177_69ef69f9e1814.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114177_69ef69f9e268f.jpg"")";2026-04-27
81;HZZKR4;"La Payada Pilar";5491136428855;"Juan Domingo Peron 1487 -";"Buenos Aires";Pilar;;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114178_69ef8cc24f029.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114178_69ef8cc24fd98.jpg"")";2026-04-27
81;4OVETS;Vipentto;5492216214044;"La Plata AR, Calle 4 1105, B1900 DBK -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114179_69f4e44956e5e.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114179_69f4e44957cea.jpg"")";2026-05-01
81;4OXZBX;"Mi Barrio Hamburguesería - Pilar";5491140627776;"Las Camelias 3150 -";"Buenos Aires";Pilar;;1;NO;NO;;"NO ES LOCAL ABIERTO A PÚBLICO (CASA, EDIFICIO, COCINA CIEGA)";Casa;;;2026-05-04
81;4OV7O6;"Tucson Steak House &amp; Bar - Pilar";5492235578560;"Las Magnolias 754 -  Local 1166 -";"Buenos Aires";Pilar;;1;NO;NO;;"ESTÁ EN SHOPPING / GALERÍA /PATRIMONIO NO PUEDE COLOCAR";"Está dentro del palma del pilar";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114181_69ef87a5af4b4.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114181_69ef87a5b00d5.jpg"")";2026-04-27
81;HKRAPH;"Heladeria Gustito City Bell";5492216158403;"Plaza Belgrano 115 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114182_69f4f3e1a8de2.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114182_69f4f3e1a98f5.jpg"")";2026-05-01
81;HKBDZO;"Thionis Helados - City Bell";5491139270826;"Plaza Belgrano 9";"Buenos Aires";"La Plata";;1;SI;NO;;;"Se dejó en mano a Jorge Martinez,ellos se encargan de cambiarlo xq tienen que modificar el frente ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114183_69f4f37a33540.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114183_69f4f37a33d96.jpg"")";2026-05-01
81;4OVF6R;"Bagels &amp; Bagels R. Caamaño";5491165629834;"COLINAS DEL NORTE (CEN.COM.PUEBLO CAAMAÑO 690 Dpto:59 S:E01 -";"Buenos Aires";Pilar;;1;SI;SI;;;"Cambio de cartel por modelo nuevo ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114184_69ef81c12658f.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114184_69ef81c12767a.jpg"")";2026-04-27
81;HKEPM0;"Helados Don Marcello";542323546229;"San Martín 1197 -";"Buenos Aires";Luján;;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114185_69ef505cd9002.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114185_69ef505cd9df9.jpg"")";2026-04-27
81;HW8K6C;"Rapanui - La Plata";541122961035;"C. 46 528 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio modelo viejo en mal estado ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114186_69e959ac49e2c.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114186_69e959ac4a333.jpg"")";2026-04-22
81;HWWT6D;"Appetit Pan Y Chipa";542215035405;"Calle 10 1409";"Buenos Aires";"La Plata";;1;SI;NO;;;"Se dejó en mano a Natalia ruffa,se encargan ellos de la colocación por no saben bien dónde ponerlo por la luz";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114187_69f4e962dc661.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114187_69f4e962dd31f.jpg"")";2026-05-01
81;HWUUEL;"Vipentto Parque San Martin";5492216214044;"Diag. 75 1092 -";"Buenos Aires";"La Plata";;1;SI;SI;;;"Cambio plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114188_69e9508b66b35.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114188_69e9508b673a0.jpg"")";2026-04-22
81;HKD8FF;Margherita;5491162596661;"Avenida Agustín M. García 8852 -";"Buenos Aires";Tigre;Benavidez;1;NO;NO;;;Repetido;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114352_69f3ddfd838ff.jpg"")";;2026-04-30
81;4OX4L6;"Palta Meet &amp; Eat - Euskal";5491165807467;"Avenida Coronel Escalada 1200 -";"Buenos Aires";Tigre;"Los Troncos del Talar";1;NO;NO;;;"Repetido,Es el mismo local solo que tiene la dirección de la parte de atras";;;2026-04-30
81;HK4512;"Volta Helados Nordelta";5491169613311;"Avenida de los Colegios 160";"Buenos Aires";Tigre;Nordelta;1;SI;SI;;;"Instalación y conexión ok";;;2026-04-30
81;4OXL5E;"Almacén De Pizzas Ctro. Comercial Nordelta";54952639811;"Avenida de los Lagos 7010 -";"Buenos Aires";Tigre;Nordelta;1;SI;SI;;;"Cambio de plástico desteñido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114356_69f3da1cd7d37.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114356_69f3da1cd8674.jpg"")";2026-04-30
81;4OXEKC;"Palta Meet &amp; Eat - Remeros";5491134374455;"Avenida Santa María de las Conchas 4711 -";"Buenos Aires";Tigre;"Rincón de Millberg";1;NO;NO;;;Repetido;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114357_69f3de7ceecb8.jpg"")";;2026-04-30
81;HZEV2H;"Antonio Helados y Café";5491169487737;"Boulevard del Mirador 430 -";"Buenos Aires";Tigre;"Rincón de Millberg";1;NO;NO;;;"Repetido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114358_69f2a20b38b89.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114358_69f2a20b394fc.jpg"")";2026-04-29
81;4OVW8T;"HELADERIA COSTA NEVADA";5491151204306;"TRIUNVIRATO 1675";"Buenos Aires";Tigre;"Don Torcuato";1;NO;NO;;;Repetido;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114360_69f3dd7de5a4d.jpg"")";;2026-04-30
81;4F5ZO3;"El Desembarco Burgers - Nordelta Viamonte 1635";5491173611702;"Viamonte 1649 -";"Buenos Aires";Tigre;Benavidez;1;NO;NO;;;"Repetido ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114361_69f3dcd562e97.jpg"")";;2026-04-30
81;HKKFUI;"Confitería La Vicente López - Nordelta";5431451999;"Boulevard de la Plaza 107 -";"Buenos Aires";Tigre;Nordelta;1;NO;NO;;;Repetido;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/bcks4/114364_69f3dc8038718.jpg"")";;2026-04-30
