"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;HPJYH5;Barfount;5493813448688;"AVENIDA BENJAMÍN ARAÓZ 800 -";Tucumán;"San Miguel de Tucumán";"Las Brisas";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113732_69eec27b6c18c.jpg"")";;2026-04-26
81;HTW00U;"La 226 Casa De Comidas";5493814721221;"Av. 24 de Septiembre 226, T4000 San Miguel de Tucumán, Argentina -";Tucumán;"San Miguel de Tucumán";Microcentro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113733_69efaa811ee25.jpg"")";;2026-04-27
81;HTWFW1;"Pizzas Mym";5493815071989;"Gral. Lamadrid 1778, 4107 Tucumán, Argentina -";Tucumán;"Yerba Buena";"Yerba Buena";1;SI;NO;NO;"NO SE PUDO CONTACTAR/ NO SE ENCONTRÓ EL LOCAL";;;;2026-04-27
81;4M72MS;"Craft Café Plaza San Martin";5493812012378;"Batalla de Chacabuco 688 -";Tucumán;"San Miguel de Tucumán";"Barrio Sur";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113735_69ef44db794df.jpg"")";;2026-04-27
81;HTWQYB;"Sangucheria Netty";543814026657;"Sta. Fe 2649 -";Tucumán;"San Miguel de Tucumán";"Villa Lujan";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113736_69ef45ce13b53.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113736_69ef45ce13f37.jpg"")";2026-04-27
81;HTW0YI;"Craft Plaza San Martin";5493814408843;"Batalla de Chacabuco 688 -";Tucumán;"San Miguel de Tucumán";"Barrio Sur";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113737_69ef44ef86bca.jpg"")";;2026-04-27
81;HTZ2NV;"Yuyo Verde.";5493813045860;"Av. Juan Domingo Perón 2800, 4107 Tucumán, Argentina -";Tucumán;"Yerba Buena";"Yerba Buena";1;SI;NO;NO;"NO SE PUDO CONTACTAR/ NO SE ENCONTRÓ EL LOCAL";;;;2026-04-27
81;HTZV12;"Casapan Camino Sirga";5493816247560;"Camino de Sirga 1452, Tucumán, Argentina -";Tucumán;"Yerba Buena";"Yerba Buena";1;SI;NO;NO;"NO SE PUDO CONTACTAR/ NO SE ENCONTRÓ EL LOCAL";;;;2026-04-27
81;HTBH84;"Santos Pizza";5493813494486;"Pje. Vieytes 2295, T4000 San Miguel de Tucumán, Tucumán -";Tucumán;"San Miguel de Tucumán";Victoria;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113740_69ef465cc0049.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/tuc/113740_69ef465cc0629.jpg"")";2026-04-27
81;HTWN2S;"Angy Food San Miguel";5493813531177;"PASAJE LARRETA 2259 -";Tucumán;"San Miguel de Tucumán";"Juan XXIII";1;NO;NO;NO;"ZONA PELIGROSA/RURAL";;;;2026-04-27
