"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;HTLY9M;"La Mordidita 900";54901161340272;"Bestoso 2029 CASA COLOR NEGRO CON REJAS NEGRAS, B7608 Mar del Plata, Argentina -";"Buenos Aires";"Mar del Plata";"Florencio Sanchez";1;SI;SI;SI;;"local sin nombre en el frente
se ve la altura ";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112205_69efc52875e13.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112205_69efc5287651d.jpg"")";2026-04-27
81;4MM2QE;"La Fonte D' Oro - San Luis Café";5492233478056;"San Luis 3865 -";"Buenos Aires";"Mar del Plata";"General Roca";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112206_69efc56e42e7c.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112206_69efc56e4349e.jpg"")";2026-04-27
81;HTLCEC;Biosfera;5492236053580;"Salta 1480, B7600 Mar del Plata, Argentina -";"Buenos Aires";"Mar del Plata";"La Perla";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112207_69e7e6bfe6d9c.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112207_69e7e6bfe7662.jpg"")";2026-04-21
81;HTKPTA;"La Fonte D' Oro - San Luis";5492233478056;"San Luis 3865 -";"Buenos Aires";"Mar del Plata";"General Roca";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112208_69efc55f2df88.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112208_69efc55f2e5e7.jpg"")";2026-04-27
81;HTGT5M;"El Chegusan Del Pele-ayolas";5492236173147;"Ayolas 5573 -";"Buenos Aires";"Mar del Plata";"Las Avenidas";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112209_69f2a873b9983.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112209_69f2a873ba129.jpg"")";2026-04-29
81;HTHVKT;"Santta Maris";5492236330580;"Patagones 728, B7600 Mar del Plata, Argentina -";"Buenos Aires";"Mar del Plata";"Parque Luro";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112210_69efc584d33a7.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112210_69efc584d3902.jpg"")";2026-04-27
81;HRSLJQ;"La Roti De Puan";5492235341032;"Puan 1739 -";"Buenos Aires";"Mar del Plata";"Punta Mogotes";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112211_69efc5aedd938.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112211_69efc5aede1cd.jpg"")";2026-04-27
81;HT8B35;"Sushi Gosushi";5492236865222;"25 de Mayo 6927, 7600 Mar del Plata, Argentina -";"Buenos Aires";"Mar del Plata";"9 de Julio";1;SI;SI;SI;;"el nombre se ve en la madera junto al sticker";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112212_69efc5e982123.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112212_69efc5e98299a.jpg"")";2026-04-27
81;HTGT1Q;"Churreria  Manolo";5492233489557;"San Luis 1729, B7600DTK Mar del Plata, Provincia de Buenos Aires -";"Buenos Aires";"Mar del Plata";Centro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112213_69f2a80be60c5.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112213_69f2a80be6844.jpg"")";2026-04-29
81;HT8IHM;Ecafe;5492236000015;"San Juan 2765, B7600 Mar del Plata, Argentina -";"Buenos Aires";"Mar del Plata";"San Juan";1;SI;SI;SI;;"el nombre se ve el saliente";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112214_69e7e6f88f20a.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/mdp/112214_69e7e6f88f9e6.jpg"")";2026-04-21
