"etapa";"grid";"nombre";"telefono";"direccion";"provincia";"ciudad";"barrio";"visitas_realizadas";"visita_efectiva";"saliente_efectivo";"sticker_efectivo";"motivo_de_rechazo";"comentarios";"foto1";"foto2";"fecha"
81;HTZKDB;"Sangucheria F.s";5493516348261;"RIVERA INDARTE 117 LOCAL 11 TOCAR PORTERO 11 (Futbol Service) -";Córdoba;Córdoba;Centro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113552_69ee2a65bc2ea.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113552_69ee2a65bc967.jpg"")";2026-04-26
81;HTZ9RR;"Cocoa Bakery Cba";5493513395794;"Las cigarras valle escondido Lote 5 manzana 35 Barrio privado, 5003 Córdoba, Argentina -";Córdoba;Córdoba;"Barrio el Balcón";1;NO;;;"NO SE PUDO CONTACTAR/ NO SE ENCONTRÓ EL LOCAL";;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113553_69ee25988623c.jpg"")";;2026-04-26
81;HTKDC1;"El Arte Del Sabor -";5493513004649;"Sta Fe 674 al lado de un local de limpieza, X5022 Córdoba, Argentina -";Córdoba;Córdoba;Providencia;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113554_69ee28c163211.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113554_69ee28c1635ad.jpg"")";2026-04-26
81;HTKQUY;"Mayo Helados - Manantiales";5492645151121;"Boulevard Bonciolini Mz 64, Local 11. COLINAS MALL. B° Colinas de Manantiales -";Córdoba;Córdoba;"San Luis de Francia";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113555_69ee376a094c8.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113555_69ee376a09704.jpg"")";2026-04-26
81;HTKTUZ;"La Casa Del Pollo Al Espiedo  Colon";5493517315406;"Colon 1197 -";Córdoba;Córdoba;Alberdi;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113556_69ee28f45b066.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113556_69ee28f45b679.jpg"")";2026-04-26
81;HTZAMP;"Boulevard Café &amp; Bar";5493517326217;"Blvd. Las Heras 677, X5000 Córdoba, Argentina -";Córdoba;Córdoba;Ducasse;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113557_69ee2983e1019.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113557_69ee2983e17e9.jpg"")";2026-04-26
81;4MMZDD;"Carnave Granja - Cordillera";5493513087464;"La Cordillera 4175, X5000 Córdoba -";Córdoba;Córdoba;"Villa Centenario";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113558_69ee271c58ef5.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113558_69ee271c594b8.jpg"")";2026-04-26
81;HTZP1Z;"Antón Cocina De Barrio";5493516231188;"1869 Justo José de Urquiza -";Córdoba;Córdoba;"Alta Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113559_69ee301624e18.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113559_69ee301625522.jpg"")";2026-04-26
81;HT6QFR;"Fucking Beer";5493518568960;"Buenos Aires 549, X5000 Córdoba, Argentina -";Córdoba;Córdoba;"Nueva Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113560_69ee2ca9dd1f3.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113560_69ee2ca9dd647.jpg"")";2026-04-26
81;HTZEXM;"Abuela Rosa 858";5493516807126;"Isabel la Católica 342, X5001 Córdoba, Argentina -";Córdoba;Córdoba;"Alta Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113561_69ee2fefd5580.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113561_69ee2fefd5bb5.jpg"")";2026-04-26
81;HTK12G;"La Burguita (arguello)";5493512327032;"Tomas Garzon 7796 -";Córdoba;Córdoba;"Villa 9 de Julio";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113562_69ee26e98d747.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113562_69ee26e98e18c.jpg"")";2026-04-26
81;HTZP5J;"Puma - Córdoba";5493513459443;"Av. Recta Martinolli 7914, X5021 Córdoba, Argentina -";Córdoba;Córdoba;Argüello;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113563_69ee26153dbf4.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113563_69ee26153e243.jpg"")";2026-04-26
81;HTHW1S;"Kokoro Sushi 210";5493516472195;"RUMIPAL 2794 -";Córdoba;Córdoba;"San Pablo";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113564_69ee354b5cb09.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113564_69ee354b5d13f.jpg"")";2026-04-26
81;HTZKGR;"Sabores De Las Nubes.";5493874542510;"Mariano Fragueiro 252, X5000 Córdoba, Argentina -";Córdoba;Córdoba;Alberdi;1;;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113565_69ee295305d03.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113565_69ee295306205.jpg"")";2026-04-26
81;HTKEWG;"Doble Bocado -";5493518690104;"Suipacha 1128, X5000 Córdoba, Argentina -";Córdoba;Córdoba;"General Pueyrredón";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113566_69ee30978e6db.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113566_69ee30978ec35.jpg"")";2026-04-26
81;HTK2IE;"Pancheria Modo Gula";5493518594819;"Av. Armada Argentina 132, X5016 Córdoba, Argentina -";Córdoba;Córdoba;California;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113567_69ee36c7c7962.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113567_69ee36c7c7ee1.jpg"")";2026-04-26
81;4M789R;"Debarrrio - Bv San Juan.";5493512142124;"Blvd. San Juan 597 depto 2 -";Córdoba;Córdoba;Güemes;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113568_69ee2ac897929.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113568_69ee2ac897fba.jpg"")";2026-04-26
81;HTK2GI;Bill´s;5493518922004;"Bahía Blanca 470, X5004 Córdoba, Argentina -";Córdoba;Córdoba;Juniors;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113569_69ee316709c92.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113569_69ee31670a47c.jpg"")";2026-04-26
81;4OVSNP;"Love Panaderia Y Confiteria";5493512524198;"Humberto primo 210 -";Córdoba;Córdoba;Centro;1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113570_69ee29addf27c.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113570_69ee29addf9b3.jpg"")";2026-04-26
81;HTZE96;"King Burguer 755";5493517501611;"Jerónimo Luis de Cabrera 357, X5000 Córdoba, Argentina -";Córdoba;Córdoba;"Alta Córdoba";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113571_69ee30fe5d4de.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113571_69ee30fe5dcab.jpg"")";2026-04-26
81;HTKIZ6;"Leyenda Fast Food";5493513079492;"Mauricio Yadarola 1177, X5000 Córdoba, Argentina -";Córdoba;Córdoba;"General Bustos";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113572_69ee2f718f0da.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113572_69ee2f718f70d.jpg"")";2026-04-26
81;HTKLQX;"Mr Mila Sándwich De Milanesa Por Tira";5493515146679;"Dr. Lazaro Langer 315, X5016 Córdoba, Argentina -";Córdoba;Córdoba;"San Daniel";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113573_69ee36816df4f.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113573_69ee36816e54e.jpg"")";2026-04-26
81;HTKV4U;"2b Burger";5493512257713;"Gral. Román Deheza 158, X5004 Córdoba, Argentina -";Córdoba;Córdoba;"General Paz";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113574_69ee3432085ab.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113574_69ee343208add.jpg"")";2026-04-26
81;HTECCC;"Punto Roque";543518626800;"JOSÉ ROQUE FUNES 1253 
BARRIO URCA 
5009-CORDOBA -";Córdoba;Córdoba;"Colinas del Cerro";1;SI;SI;SI;;;"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113575_69ee279412241.jpg"")";"=HYPERLINK(""http://pedidosyatrade.com.ar/upload/cdba/113575_69ee27941274f.jpg"")";2026-04-26
